transactiondate,terminalid,terminalname,projectname,celebration,location,transactionid,amount
06/16/2026 08:34:24,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,4ef18758-228f-4866-a88d-122d9ef773c9,10
06/16/2026 08:58:24,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,8c7dc227-f725-4ae8-9708-41cf4b108f75,10
06/16/2026 09:22:05,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,31c92c87-ea59-4571-a28e-ba27b6451cb6,5
06/16/2026 11:20:20,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,a946d5a8-9056-4567-8ffd-22e20c61df24,"3,5"
06/16/2026 12:29:49,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,86dbdae6-a295-4fd4-be09-f42ad7debd57,1
06/16/2026 14:15:03,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,bdb6c562-f782-47a9-86d6-e97483c99b1d,"3,5"
06/16/2026 14:54:09,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,995d6b6d-a7b9-4ceb-8e8b-042b5a408500,"2,5"
06/16/2026 17:07:40,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,07574bfb-ce32-4e68-8290-7c84331bad62,2
06/16/2026 19:11:56,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,753aef7d-526e-40f3-955a-0a1a51e37932,"2,5"
06/17/2026 08:37:01,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,fb2d5aa2-4228-4598-a28a-6e34f5a51834,1
06/17/2026 08:50:22,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,c8e856d7-b738-427b-bc27-298139c29663,5
06/17/2026 09:11:11,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,a3fd7cdd-f8eb-4c6e-818d-d26e5341922c,5
06/17/2026 09:13:37,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,affa6df5-4c6d-4c9b-908c-0e40c52b1d48,4
06/17/2026 11:32:15,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,e6dc520b-8fa8-4068-b418-261179c23208,1
06/17/2026 11:54:46,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,1174613f-1962-471f-a4f4-f91a6a8ad577,"2,5"
06/17/2026 14:12:47,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,c19ba3a4-681e-4102-b295-4a3a7aaceaf1,"5,5"
06/17/2026 14:18:27,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,472b6633-0ac4-4d61-ab5a-3b9a2c0c13f5,"2,5"
06/17/2026 15:42:18,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,bb554fd8-f7e7-4265-8b24-c6b8027faa7b,2
06/18/2026 08:14:20,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,3b87d09d-999e-4460-9aa2-01186fb4b3b9,10
06/18/2026 08:26:08,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,6c96a74a-1f01-47da-820d-fc4e1ec5ddb7,"3,5"
06/18/2026 09:09:42,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,bb241570-884e-4031-8672-8a8a4339d56b,4
06/18/2026 09:27:23,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,8b185286-caa5-4f40-a3ca-472613d755e0,5
06/18/2026 09:42:03,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,ae21c782-c3df-4e2d-b042-8a3c112c5558,"2,5"
06/18/2026 10:21:40,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,6ef1ef33-86a1-4d1e-9060-4ac47ad6de62,3
06/18/2026 11:35:41,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,78779ac2-9d52-4e7a-8bac-1737532f084e,"2,5"
06/18/2026 12:44:40,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,c7781088-001e-4d77-8827-e4e6f7e6e5ce,"2,5"
06/18/2026 14:10:35,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,9d2453eb-0842-4f99-bf57-832985d5b177,"2,5"
06/18/2026 14:58:48,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,bf074624-6643-4892-95dc-5e59392bcc7b,1
06/18/2026 15:42:16,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,087082e2-fcc2-4532-a5ac-33e49df74c42,"5,5"
06/18/2026 17:03:37,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,61721955-204d-4cbf-8a61-61ca327457e3,"3,5"
06/19/2026 08:07:31,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,5556f227-ecc9-4b9b-8046-f914e1354749,5
06/19/2026 08:16:53,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,872e742e-191d-4856-893c-e4e559fe3a91,10
06/19/2026 08:32:50,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,376df888-c258-4c66-b21c-75c6dfd2a9c4,10
06/19/2026 09:01:01,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,a3412b93-148e-4ed8-bb25-2f2a0a2d80ea,10
06/19/2026 09:12:21,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,acae956f-8211-4775-bbb7-86428dd6e4d7,5
06/19/2026 10:28:16,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,799a5096-7300-411c-b6cc-fcecbf358691,"5,5"
06/19/2026 10:55:27,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,bc2e00ee-03ee-4fcd-9091-e1edfb5f2a8f,3
06/19/2026 11:26:47,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,0834fcc9-d729-47fc-b9df-2be7ae9a2c32,1
06/19/2026 12:16:25,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,43d3fd57-863d-4e81-9b78-84d04519f782,"3,5"
06/19/2026 13:07:18,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,5a84cae4-5139-4eb2-ba61-7d588fc097b0,5
06/19/2026 13:30:25,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,9f78bafc-92fd-470e-b80e-dba7c2fea362,3
06/19/2026 15:23:29,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,3b940921-7869-47fb-a304-a122175fbdd6,1
06/19/2026 15:44:35,d3541f7866114ff5,1 Borne ND,Faire un don ND,,,f0d71939-faf9-4dfe-8af0-9ffddc8e1fba,50
06/19/2026 16:25:48,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,2d5dd53e-0d5e-4167-960f-8d712bafedc8,"3,5"
06/19/2026 17:54:47,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,58436868-7f3d-4dbb-b113-207fcc8bce7f,2
06/19/2026 19:17:29,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,8f7e3f1c-4eca-4bc5-a5e0-039752fb1c0b,"5,5"
06/20/2026 08:38:43,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,8649e495-3214-48b7-827f-79f35ff6d40a,"2,5"
06/20/2026 10:39:56,61559316e08b9059,2 Borne SJ,Faire un don SJ,,,79adeb38-3b6b-42c4-8a03-6e63ac4ef505,10
06/20/2026 10:56:39,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,4824254c-db38-4203-86b4-af82fa4611ac,"3,5"
06/20/2026 11:04:54,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,d6956d17-b3ad-4eb2-b65b-10cde0e65923,2
06/20/2026 11:14:33,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,c763ebe5-f397-4393-aa30-f81baebc4e21,"5,5"
06/20/2026 11:20:55,adca6d6c545e7b59,4 Notre-Dame,,Ventes,Notre-Dame,cfb99514-29b9-441a-802a-c3a7a6e80015,5
06/20/2026 11:25:43,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,293d00fe-7b9f-4b8e-8a25-a9d3ad7837c3,2
06/20/2026 13:21:40,adca6d6c545e7b59,4 Notre-Dame,,Ventes,Notre-Dame,220f8635-24f0-4454-8328-c1be44dfbc4e,5
06/20/2026 13:45:24,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,74c0f207-178b-417f-8c7a-aa225177559f,2
06/20/2026 13:55:59,adca6d6c545e7b59,4 Notre-Dame,,Ventes,Notre-Dame,eb5cb5b5-f606-4ac2-ad88-bbfead44eacf,6
06/20/2026 14:14:17,adca6d6c545e7b59,4 Notre-Dame,,Ventes,Notre-Dame,eb8d3d20-d4cd-4741-afc1-eee604c84b14,30
06/20/2026 14:39:24,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,b4017629-1780-4480-a977-daebc27d2e81,5
06/20/2026 15:08:59,adca6d6c545e7b59,4 Notre-Dame,,Ventes,Notre-Dame,e33ad4fc-4357-43f8-a30c-9b39c100e903,10
06/20/2026 18:05:15,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,82fe19d9-56e2-4782-9fca-41fb020f091a,15
06/20/2026 18:36:45,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,c7145bc4-73cf-4f0c-8a41-4c7cfbd900d8,2
06/20/2026 18:44:57,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,b195d415-6d33-4d47-88f5-58b8ab447ffa,1
06/20/2026 18:51:28,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,f2c3c9b0-59ed-459f-9c7b-a927f6235ae9,1
06/20/2026 19:19:50,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,52ee5e71-d6df-4036-8e70-dd116984d17b,2
06/21/2026 08:58:53,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,71aada3e-74ee-445f-91cd-a714c75f6a5f,5
06/21/2026 09:11:20,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,b794550b-3aca-4394-9ede-418bd199130a,20
06/21/2026 09:11:48,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,21289c80-3884-4d3d-b2b4-efbd8623e9ba,2
06/21/2026 09:12:39,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,d08bf987-1be7-47d8-b732-4a385ec42794,10
06/21/2026 09:13:19,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,5ec46d25-9d57-4a7c-8699-e21347d8b9bb,2
06/21/2026 09:18:35,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,52d8370d-1934-44c0-a98b-be70a8cec497,2
06/21/2026 09:19:48,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,d11f498c-803d-4a12-938f-f1fc337801d7,5
06/21/2026 09:26:33,adca6d6c545e7b59,4 Notre-Dame,,Messes,St-Jacques,5a23d403-9aa6-4fa1-bdd4-1d99f46d0500,5
06/21/2026 09:29:58,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,adc91051-24e4-42eb-bbd5-862a8fe9567c,"3,5"
06/21/2026 09:31:41,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,2cc4ce03-3408-46a7-840d-0a79247329bc,10
06/21/2026 09:35:36,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,e459f3ca-3c4f-4b31-bf06-cac8c36ac64f,5
06/21/2026 09:37:40,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,4b21c259-cd42-404b-a26b-3f2c606f9714,20
06/21/2026 09:42:31,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,d7fc0df0-6f05-4a1f-9709-81da90464b67,20
06/21/2026 09:46:59,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,3e8c2869-7da5-4226-901c-b8d93a7154fa,20
06/21/2026 09:48:06,adca6d6c545e7b59,4 Notre-Dame,,Messes,La Madeleine,2b71db9f-b3e2-45e0-b936-c475f53dc46e,15
06/21/2026 09:50:47,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,21cbb190-fb39-47e5-b92b-454181609588,5
06/21/2026 09:52:22,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,06c05e23-ffd3-460a-91de-035b41b28b49,10
06/21/2026 09:56:52,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,22da93ac-252a-468a-bb15-4f31eedc09fc,5
06/21/2026 09:58:57,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,69f5913c-02d6-432c-abca-7a1a155f7c24,10
06/21/2026 10:01:56,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,b8c385ae-c634-45b8-ad8b-7387dcd14741,2
06/21/2026 10:06:11,25d34c3e4038ac14,6 Notre-Dame,,Messes,St-Jacques,3e33111e-e917-471c-bca9-9e433b15e3cf,5
06/21/2026 10:18:34,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,4fce520b-d99e-41b3-90c2-2f199702e750,2
06/21/2026 10:28:20,adca6d6c545e7b59,4 Notre-Dame,,Messes,La Madeleine,ebc1961f-103c-4af8-907c-a37e5a41f6d5,5
06/21/2026 10:34:35,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,bfadcf45-7323-48b6-bc33-70771bca3d26,2
06/21/2026 10:34:47,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,c2ea0126-6102-457c-a7d5-5877148e5d37,2
06/21/2026 10:37:07,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,a6bc84bc-8ff1-4805-a8cb-7b642211aa95,10
06/21/2026 10:38:02,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,44a4c13a-d132-4cfc-bdbf-f43ec6220dd7,2
06/21/2026 10:40:37,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,9f8a4558-c9b9-4a4f-b219-c30fb09235a9,2
06/21/2026 10:40:42,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,e0b5da5d-3fe4-466f-823e-d187a827ce94,5
06/21/2026 10:50:09,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,b3fe1a8c-41a5-42a3-8edd-55fe2cfb9e27,5
06/21/2026 10:57:58,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,d813f44a-0be2-4143-ba44-9e7d8e795640,2
06/21/2026 11:01:06,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,85a54fc2-e0b2-4fed-97fe-544cac9eadb4,5
06/21/2026 11:04:04,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,24271c80-0350-460e-8bd9-3d40244f4e5b,5
06/21/2026 11:09:21,d3541f7866114ff5,1 Borne ND,Faire un don ND,,,f3c7c0b6-33b7-4835-8d1e-f1391456979e,50
06/21/2026 11:13:34,adca6d6c545e7b59,4 Notre-Dame,,Messes,La Madeleine,1b9974e1-be3f-4849-a76a-93d70288cb22,20
06/21/2026 11:16:49,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,6603246c-2156-42e0-abc2-b5652c3e76e9,15
06/21/2026 11:17:15,adca6d6c545e7b59,4 Notre-Dame,,Ventes,Notre-Dame,6daee7f8-2463-4a24-aad2-80b4da3df26a,6
06/21/2026 11:28:38,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,14650d62-3777-464b-98a1-930ee4a19c9a,1
06/21/2026 11:30:30,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,6c5e1fca-cf42-44cf-b44c-1785ef865de7,2
06/21/2026 11:31:13,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,915a480b-da22-4b2e-9300-0ee0d2050490,15
06/21/2026 11:31:28,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,b1b58f49-2648-44fc-9591-dbe7420a91a9,2
06/21/2026 11:33:29,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,1dc5735b-b3a9-4b95-816b-39741c621349,20
06/21/2026 11:34:06,25d34c3e4038ac14,6 Notre-Dame,,Messes,St-Jacques,c419a85c-7185-4a10-8b44-4c19d3d70b45,5
06/21/2026 11:36:21,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,7526ed86-f1df-4074-b91d-bddef109bab4,10
06/21/2026 11:36:30,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,6719c88b-5f86-44fd-9921-8963ed125ec8,5
06/21/2026 11:37:40,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,ecc63ee9-a54e-4ac6-9db8-0db6744c70b0,2
06/21/2026 11:39:06,adca6d6c545e7b59,4 Notre-Dame,,Messes,La Madeleine,c04bf39a-bd63-4c21-b466-cf080ae178cc,5
06/21/2026 11:39:17,25d34c3e4038ac14,6 Notre-Dame,,Messes,La Madeleine,79022998-8451-4d74-86c5-e0efb3703441,10
06/21/2026 11:44:45,adca6d6c545e7b59,4 Notre-Dame,,Messes,La Madeleine,cb15c546-5da8-4ea2-aa40-d68c0c6ff25f,5
06/21/2026 11:47:14,25d34c3e4038ac14,6 Notre-Dame,,Messes,La Madeleine,15d0665d-73f1-480c-8280-c643b99766b0,5
06/21/2026 11:51:08,adca6d6c545e7b59,4 Notre-Dame,,Messes,La Madeleine,7525164d-bc18-44bb-aae7-e6d05f230dd5,20
06/21/2026 11:57:33,25d34c3e4038ac14,6 Notre-Dame,,Messes,La Madeleine,bbe0ae9e-be86-4700-9aba-e9d116ee95e0,5
06/21/2026 12:12:40,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,e326e90f-6476-4ae6-bc46-79689ad81f4f,1
06/21/2026 14:18:31,adca6d6c545e7b59,4 Notre-Dame,,Ventes,Notre-Dame,c1d8049a-7257-44f9-bacc-86fe23daa42d,5
06/21/2026 14:32:17,adca6d6c545e7b59,4 Notre-Dame,,Ventes,Notre-Dame,c14cb05b-e9c3-4b95-ab8e-dc8ce67332c7,5
06/21/2026 14:35:54,adca6d6c545e7b59,4 Notre-Dame,,Ventes,Notre-Dame,def776c6-ed51-468a-9a99-090e45391aa0,10
06/21/2026 15:03:00,adca6d6c545e7b59,4 Notre-Dame,,Ventes,Notre-Dame,0ef672c8-d7f6-45f1-a05e-c2a5853c23b4,6
06/21/2026 15:18:35,d3541f7866114ff5,1 Borne ND,Faire un don ND,,,35e0a624-caf3-43a9-936e-337cedee3185,20
06/21/2026 16:10:57,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,f7b48b8a-3c9d-4ca1-9a46-b10099ef64b2,"3,5"
06/21/2026 17:51:25,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,f16bfd23-b62b-42ea-88d0-369fb5398ec1,"2,5"
06/21/2026 18:09:07,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,e609bf06-2832-4ffc-932d-4486db4d557b,3
06/21/2026 18:15:54,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,40ae2f48-fdc4-4f02-8d8c-f613a03d4043,10
06/21/2026 18:19:00,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,8272a4be-e80c-4450-bdbe-98415f4ac6ac,10
06/21/2026 18:23:28,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,0653125b-a065-43d1-995d-a2c33139e55d,10
06/21/2026 18:25:12,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,b829d1e8-ae9a-41c3-90e7-0e9ce390736a,10
06/21/2026 18:30:39,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,454a07fc-8407-49b1-b548-6a01b1e29d80,20
06/21/2026 18:50:39,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,9c67404b-9ebd-4535-a541-e8201bf7fd71,2
06/21/2026 18:50:41,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,53b77521-91ed-415d-8968-c9902a051c61,5
06/21/2026 18:54:27,adca6d6c545e7b59,4 Notre-Dame,,Messes,St-Jacques,23ade1a0-0833-4a87-a6ec-f9c5b6dc01f2,15
06/21/2026 19:00:33,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,08b95b97-1209-49db-9be7-06783413ac9b,5
06/21/2026 19:14:22,adca6d6c545e7b59,4 Notre-Dame,,Messes,St-Jacques,183e9481-1d89-4428-bf96-9acd39079b7a,5
06/21/2026 19:14:44,25d34c3e4038ac14,6 Notre-Dame,,Messes,St-Jacques,310f1d9e-41e3-4c89-b8d7-39bf9e0d17d1,5
06/21/2026 19:22:15,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,0aaf9cae-31be-4979-9faf-e4a4555893b9,2
06/21/2026 19:24:03,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,d3860c25-306f-44fa-a698-4afed8bda30b,4
06/22/2026 08:06:52,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,5e3fe751-66f1-43b0-b950-8f387097382d,"2,5"
06/22/2026 08:47:41,25d34c3e4038ac14,6 Notre-Dame,,Messes,St-Jacques,88f53620-45e3-4a24-a08d-98f76cc339a1,4
06/22/2026 08:50:32,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,11fa9cf4-7ebe-4349-acf6-8721953928e2,1
06/22/2026 09:03:10,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,65b1c48a-88f1-4c2b-aea0-a7d478804356,5
06/22/2026 09:03:43,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,78a96f24-e493-4c40-aaf8-b543830e19af,2
06/22/2026 09:11:10,adca6d6c545e7b59,4 Notre-Dame,,Messes,St-Jacques,d59a59f6-267e-4638-b212-bcdf3111949f,2
06/22/2026 09:21:06,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,9e61ce88-f4e1-4e9b-8bd8-d670fe68bcf5,5
06/22/2026 09:52:42,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,0721a3ea-a647-49d2-95d5-551b462b69c0,1
06/22/2026 09:57:10,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,943d6b6c-63ad-47ee-905a-b8da0e2456d6,2
06/22/2026 11:24:27,d3541f7866114ff5,1 Borne ND,Faire un don ND,,,00a5c503-1d12-4201-be74-ec16bbed99a0,10
06/22/2026 12:58:07,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,b3c397a3-dffa-4cb7-86e5-5dbc79bbcc4d,1
06/22/2026 13:14:03,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,8d1c4f5e-6bed-40c3-962f-74bf8718c5a7,1
06/22/2026 15:25:53,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,66784fd1-b18e-4f35-9bf3-be478716a9f9,1
06/23/2026 08:00:14,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,377e6222-51b6-4f78-b1db-ea571fd94e97,1
06/23/2026 08:06:09,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,d31b8fab-298a-4218-a48c-a96d233e1929,2
06/23/2026 08:07:22,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,27496bc4-54f3-4b3a-9382-813b7b0dda2c,20
06/23/2026 08:57:44,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,9e2b82f2-61cd-482f-8601-6a1fa6b24533,2
06/23/2026 09:13:28,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,4de011dd-8747-45d3-8284-a6f617e0d823,5
06/23/2026 09:16:42,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,0b894a18-6b93-41d7-91e5-6d65b4d8d460,5
06/23/2026 09:26:47,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,e696c26e-cdeb-4ee7-b725-230f8af0677b,5
06/23/2026 11:17:36,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,d2a0c3bb-b263-4ee0-ac19-d038e2ee8a9a,1
06/23/2026 13:23:14,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,fbf23bb2-ffe4-4201-935e-80a5b8beb7e6,1
06/23/2026 15:32:32,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,522ecc2f-b252-4034-9bdb-a1ff1ed6e072,3
06/23/2026 15:36:53,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,09f7f6ff-8e43-4e4d-9c39-a8e44c3f6688,"2,5"
06/23/2026 15:46:01,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,43dce2e1-f4c5-4894-a61b-35613b20250a,"2,5"
06/23/2026 18:49:42,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,29877cda-6b3a-4307-bf9e-dc3d8c2c6992,1
06/24/2026 08:13:55,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,208505d3-75cc-4a21-a65c-e7d4934e83fb,20
06/24/2026 08:22:56,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,5e4951ac-4c41-4445-9571-4891d6966aab,4
06/24/2026 08:34:45,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,927df70b-e28b-42a1-b465-e32be687cf6f,1
06/24/2026 08:40:20,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,bffbc773-5555-40d4-a160-3cb425039e5d,1
06/24/2026 08:42:04,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,f51befce-3e48-4a52-9365-24e5e5e8ab00,5
06/24/2026 08:46:05,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,f138636a-645f-45c8-842a-5618e72a3887,3
06/24/2026 09:18:21,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,cc8d0efe-79a3-4405-86fb-bdf07051d3bd,15
06/24/2026 09:37:58,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,c5bcc336-9554-457e-8b60-d0b57c0378e0,"5,5"
06/24/2026 10:44:53,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,f25d7995-4545-432f-ad48-d58ec5f268a9,1
06/24/2026 11:32:18,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,44c8b356-c394-4914-8395-8683cb87e946,3
06/24/2026 13:11:32,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,8d9900a7-7c80-42d1-b266-c0383606e847,"5,5"
06/24/2026 13:14:31,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,107f52ba-4aa3-49dd-a08c-30b112f870da,1
06/24/2026 14:01:14,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,ce14a1aa-e810-469f-a5d2-46124dd69c75,1
06/24/2026 15:30:06,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,1e1c93c0-897e-4462-88f8-dedd2df8f658,"5,5"
06/24/2026 15:49:26,61559316e08b9059,2 Borne SJ,Faire un don SJ,,,3a9e64a4-b546-476f-af71-e10cc1edb5a1,10
06/24/2026 16:00:52,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,faabd9dc-e472-49dc-80cb-52350f8209b5,1
06/25/2026 08:28:30,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,0ab7a4c7-194c-479d-b948-8ad37d9f4c16,5
06/25/2026 08:40:08,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,830f56b9-f36a-4126-a9fe-9acb7f3a7783,10
06/25/2026 08:49:21,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,e0494a29-47c8-43a4-8502-bfb115f6056b,5
